,x,y,z,cluster,track_title,album_title,artist_name,genre_parent,year
32,0.24425651,2.3694785,0.28285077,0.0,sunnday morn (2-10-2008),"Platters, Act 6: Plates From '08",Tha Silent Partner,Hip-Hop,2015
33,-1.1851428,7.8126726,-2.1425421,0.0,Starksy (Two Oh One Oh Remake) (Featuring Seti A.K.A. K9),Starksy (Featuring Seti A.K.A. K9),Tha Silent Partner,Hip-Hop,2010
34,2.8478434,-2.8376944,0.7273472,0.0,Starksy (Featuring Seti A.K.A. K9) (A Capella),Starksy (Featuring Seti A.K.A. K9),Tha Silent Partner,Hip-Hop,2010
35,5.7864637,6.522379,-0.038399708,0.0,IDKWHUTEYEJUSDIDLOL,SIX ONNA 7,Tha Silent Partner,Hip-Hop,2012
36,0.7586859,2.391867,-0.9105914,0.0,A Saturday Afternoon,SIX ONNA 7,Tha Silent Partner,Hip-Hop,2012
37,-4.996687,-1.8904272,-2.579673,0.0,Apt#2,SIX ONNA 7,Tha Silent Partner,Hip-Hop,2012
38,7.0671835,-1.18301,-3.7532532,0.0,Cops (Part.1),TSP Does Italy,Tha Silent Partner,Hip-Hop,2011
39,2.7308328,0.9228571,1.5998199,0.0,Cops (Part.2),TSP Does Italy,Tha Silent Partner,Hip-Hop,2011
40,-0.79688245,2.7335007,-7.8547273,0.0,TSP THEME Part 2 (I Lost Part 1),"Platters, Act 5: The Silent Anniversary (10 Years Of Tha Silent Partner)",Tha Silent Partner,Hip-Hop,2013
41,5.1808953,-3.3698533,5.305197,0.0,Long Dickin',"Platters, Act 5: The Silent Anniversary (10 Years Of Tha Silent Partner)",Tha Silent Partner,Hip-Hop,2013
42,1.5449866,2.4910908,-3.10202,0.0,Beantown Cha Cha,P Pulsar,Tha Silent Partner,Hip-Hop,2010
43,-2.513821,-4.7205424,-1.3836989,0.0,Green,Baldest N Fattest XE,Pot-C,Hip-Hop,2016
44,0.3280066,-3.923225,-1.1145175,0.0,Til It Hurts (Binky Mixx),Baldest N Fattest XE,Pot-C,Hip-Hop,2016
45,1.33108,0.13659693,-2.0385928,0.0,Crawl Part One,Baldest N Fattest XE,Pot-C,Hip-Hop,2016
46,-0.66135406,2.21237,-1.081464,0.0,Max Awe,Homemade Raps,Pot-C,Hip-Hop,2016
47,-0.655965,1.2486043,-4.7217607,0.0,Quem És,AHYA,Dengaz,Hip-Hop,2012
48,-1.4932979,3.6013703,-3.7622526,0.0,Focused (feat. Richie Campbell),AHYA,Dengaz,Hip-Hop,2012
49,-6.0911655,-5.51682,-0.6834738,0.0,Motivation (feat. Carolina Deslandes),AHYA,Dengaz,Hip-Hop,2012
50,-4.6852856,3.0434446,-5.4615235,0.0,Ending (Mitoma Remix),Interstellar : Remixes,Mitoma,Hip-Hop,2012
51,-5.840729,0.7209449,5.706995,1.0,Outro,Explicit Beats,4di,Hip-Hop,2009
52,3.262021,4.3276544,-0.8037488,0.0,Emanon - Do You Know? (4di Remix),Explicit Beats,4di,Hip-Hop,2009
53,6.8760705,-3.6392114,2.9742684,0.0,Im Labor Pt.1,Explicit Beats,4di,Hip-Hop,2009
54,-3.6978893,-3.1083305,0.87694335,2.0,Muzzell Loop (Penguin RMX),The S27 Double Bluff,Jimmy Penguin,Hip-Hop,2010
55,-4.8803973,-2.8516836,0.7531274,2.0,The Collector,Layers,Broke For Free,Hip-Hop,2012
56,-0.3619888,-2.0952954,3.673423,4.0,A Year,Layers,Broke For Free,Hip-Hop,2012
57,0.11677722,6.2773952,4.6125236,0.0,The Diabolik Tape Pt. 2 - The Valmont Version,The Diabolik Tape (Part 1 and 2),Diabolik,Hip-Hop,2011
58,6.1757126,-1.446066,2.8697538,0.0,Too Much,Jus Like Music & Apple Juice Break present: Oscillations Part 2,Greymatter,Hip-Hop,2010
59,-3.1867456,-2.0795507,1.74465,2.0,M/L/M/H,Jus Like Music & Apple Juice Break present: Oscillations Part 2,s.maharba,Hip-Hop,2010
60,-0.16394515,-0.6580595,-4.6453967,0.0,It Be Called N.C. feat. Akello Light,Jus Like Music & Apple Juice Break present: Oscillations Part 2,Flick Brown,Hip-Hop,2010
61,-5.8491297,5.050713,-0.07986358,0.0,Komet Kameratene,Jus Like Music & Apple Juice Break present: Oscillations Part 2,Inko,Hip-Hop,2010
62,-0.42788097,-0.7587495,0.6355068,0.0,Listen Close,Jus Like Music & Apple Juice Break present: Oscillations Part 2,Constrobuz,Hip-Hop,2010
63,0.026969649,-1.0181173,6.576476,0.0,Murked,Jus Like Music & Apple Juice Break present: Oscillations Part 2,Alex B,Hip-Hop,2010
64,1.229243,5.063722,5.746252,0.0,Escapee [Instrumental],Questasian,Altered:Carbon,Hip-Hop,2012
65,1.7107413,3.3009243,-5.9114904,0.0,Vine,Questasian,Altered:Carbon,Hip-Hop,2012
66,-2.6285684,-6.0600677,-1.4306003,0.0,Nebulae,Questasian,Altered:Carbon,Hip-Hop,2012
67,6.848063,5.298051,-0.2627263,0.0,Retina [Doc Deem Remix],Reassembled,Altered:Carbon,Hip-Hop,2011
68,4.3673587,2.6340058,2.144095,0.0,Dimi The Twin [Jimmy Penguin Remix],Reassembled,Altered:Carbon,Hip-Hop,2011
69,-3.5238848,-3.5941362,-4.579337,0.0,Tw30 [Enabl.ed Remix],Reassembled,Altered:Carbon,Hip-Hop,2011
70,-3.5491476,-0.15549046,-1.5414104,0.0,A Million Dollar,Curses From The Past,ProleteR,Hip-Hop,2012
71,1.3549656,0.6484704,-2.8532493,0.0,The Misfit Song,Curses From The Past,ProleteR,Hip-Hop,2012
72,-4.700545,2.253912,3.9742851,1.0,Fred Trickers,Blue Bins,Cheese N Pot-C,Hip-Hop,2015
73,-7.972174,0.67821676,2.8889556,2.0,The Raps Well (Timezone LaFontaine Deadly Discs Remix),The Raps Well,Cheese N Pot-C,Hip-Hop,2016
74,-6.526531,-7.0148096,2.1824841,6.0,The Raps Well (TSP Remixes Well),The Raps Well,Cheese N Pot-C,Hip-Hop,2016
75,-3.279528,-0.123304196,1.9102339,7.0,Scaryoke,Cheese N Pot-C Buffet XE,Cheese N Pot-C,Hip-Hop,2014
76,-8.031572,1.4532104,2.3096569,1.0,Whutchya Say,Cheese N Pot-C Buffet XE,Cheese N Pot-C,Hip-Hop,2014
77,-7.9122114,-2.9844074,1.9838926,2.0,Sad Ass Song,Cheese N Pot-C Buffet XE,Cheese N Pot-C,Hip-Hop,2014
78,-4.3634686,-3.001786,6.3974824,2.0,Fusion (Featuring Highsnow),Cheese N Pot-C Buffet XE,Cheese N Pot-C,Hip-Hop,2014
79,0.114289775,5.1440372,3.3140461,0.0,Beagletown,Cheese N Pot-C Buffet XE,Cheese N Pot-C,Hip-Hop,2014
80,-0.81067467,0.9490548,-1.405253,0.0,Squelchers Grape,Cheese N Pot-C Buffet XE,Cheese N Pot-C,Hip-Hop,2014
81,-2.854108,-6.9173713,1.5499831,6.0,Flamez Tree,"Bloc Party (Featuring CM aka Creative, The Honorable Sleaze, C-Doc & Mported Flows)",Cheese N Pot-C,Hip-Hop,2014
82,-3.562803,4.18856,1.0398787,0.0,Bloc Party (Instrumental),"Bloc Party (Featuring CM aka Creative, The Honorable Sleaze, C-Doc & Mported Flows)",Cheese N Pot-C,Hip-Hop,2014
83,-2.653781,-6.3437285,1.5506492,6.0,Jazzy Hip-Hop (Featuring Long John),TA2MI Presents: Cheese N Pot-C,Cheese N Pot-C,Hip-Hop,2016
84,-7.453802,0.6605366,4.6437216,1.0,Funky Motion (Exxcised Vocabs),Funky Motion,Cheese N Pot-C,Hip-Hop,2016
85,-3.8385105,-7.640926,2.2151363,6.0,Old School My School (Afterschool Speshul Mixx) (Featuring CM aka Creative And The Impossebulls),Old School My School,Cheese N Pot-C,Hip-Hop,2015
86,6.3703856,2.5420618,3.036608,0.0,Old School My School (Album Version Instrumental),Old School My School,Cheese N Pot-C,Hip-Hop,2015
87,-6.0399323,-7.5470943,2.1341093,6.0,On Tha Prowl,EXPLWORAZ,Cheese N Pot-C,Hip-Hop,2014
88,3.4228241,7.015176,-0.060548343,0.0,Flamez Too,EXPLWORAZ,Cheese N Pot-C,Hip-Hop,2014
89,-2.0243392,-7.7234526,0.17765345,0.0,Dig Ups,EXPLWORAZ,Cheese N Pot-C,Hip-Hop,2014
90,-2.143044,4.687132,-4.876351,0.0,Nuthin Bout Tha Weather (Album Version),Nuthin Bout Tha Weather,Cheese N Pot-C,Hip-Hop,2014
91,-0.05811097,2.619013,-1.4115615,0.0,Gayluv (Sexchangemix),Modluv,Dyke B (feat.Leffevre),Hip-Hop,2011
92,8.748707,-0.45316553,0.5294188,0.0,Going for Bronze,Modluv,Sans Blanc,Hip-Hop,2011
93,-7.577088,2.495787,2.7291906,1.0,Essence 118,Music Monday Release (March 2011),mGee,Hip-Hop,2011
94,0.58098865,2.926118,3.0234733,0.0,Intermezzo Ritenuto,Music Monday Releases (January 2011),mGee,Hip-Hop,2011
95,-6.861569,-0.79963624,3.3716474,2.0,The Things They Say,netBloc Vol. 02: DRM killed the music-product machine,Vernon Lenoir,Hip-Hop,2007
96,2.746719,-5.785201,-5.8068824,0.0,The Legacy,netBloc Vol. 02: DRM killed the music-product machine,Zengineers,Hip-Hop,2007
97,0.6273076,1.7198536,4.71945,0.0,State of Mind,netBloc Vol. 36: Get Dusted (Illness From The Dusted Wax Stacks),Kozak94,Hip-Hop,2011
98,,,,,Keg Baseball,netBloc Vol. 36: Get Dusted (Illness From The Dusted Wax Stacks),Centz,Hip-Hop,2011
99,-2.730754,3.0491145,-6.995224,0.0,A Farewell To Trends,netBloc Vol. 29: Fantastic! Incredible! Stupendous!,dustmotes,Hip-Hop,2010
100,-4.918053,0.5154368,-3.5948677,0.0,Caleb Lemond - 10 - Come Thou Fount,The Endless Paradox,Caleb Lemond,Hip-Hop,2016
101,4.915046,6.0774565,-1.6987138,0.0,Caleb Lemond - 14 - Life Taught Me,The Endless Paradox,Caleb Lemond,Hip-Hop,2016
102,-2.2905347,-1.2588208,2.5503771,7.0,Caleb Lemond - 11 - Stranger Things,The Endless Paradox,Caleb Lemond,Hip-Hop,2016
103,-1.3530893,-0.6345488,4.2965493,4.0,Id Ego,AlgoRhythms LP,Tab & A.U.R.C.,Hip-Hop,2014
104,7.3780503,1.859031,-0.7100304,0.0,Hammond,AlgoRhythms LP,Tab & A.U.R.C.,Hip-Hop,2014
105,7.8626256,-1.9751918,-0.4814693,0.0,Voyages,AlgoRhythms LP,Tab,Hip-Hop,2014
106,-1.7604134,-1.0652531,3.3996973,4.0,LibreCommeLair [Volfoniq remix],Free As Air (LCL27),Volfoniq,Hip-Hop,2011
107,-1.9077144,-3.2744472,-1.8407416,0.0,Blood Money,Welcome To Warp Street,Krowne,Hip-Hop,2013
108,2.3680806,-4.102358,3.329737,0.0,Welcome To Warp Street,Welcome To Warp Street,Krowne,Hip-Hop,2013
109,-1.0007465,2.6033664,-3.6310725,0.0,Monster Moon (2010),Just For Us (2004-2016),Krowne,Hip-Hop,2016
110,1.5060556,0.18459807,0.7000054,0.0,Peaceful Day feat. Cherri V,Hello Earth,Jermaine Riley,Hip-Hop,2012
111,0.52925813,1.7422618,5.0049486,0.0,Lost Soul,In The Vicinity,Fleslit,Hip-Hop,2016
112,6.939515,2.0542285,-2.1307561,0.0,TTM (They Tell Me),Journey,Fleslit,Hip-Hop,2017
113,7.1241283,0.4577829,-5.496773,0.0,MIA,Journey,Fleslit,Hip-Hop,2017
114,0.6197657,-1.1182016,-1.9008882,0.0,Elevated,Journey,Fleslit,Hip-Hop,2017
115,2.2207973,6.889741,-2.3505833,0.0,Mind Games,Journey,Fleslit,Hip-Hop,2017
116,-1.9879816,0.6963042,-7.3380027,0.0,Love In The Sky,Love In The Sky,Fleslit,Hip-Hop,2017
117,-3.166863,-0.34870347,-3.8819716,0.0,Outkast - Wheels of Steel (The Polish Ambassador Remix),Homeboys in Outerspace: Episode 1,The Polish Ambassador,Hip-Hop,2011
118,4.8932614,-1.4774699,-3.7417889,0.0,Lupe Fiasco - I Gotcha (The Polish Ambassador Remix),Homeboys in Outerspace: Episode 2,The Polish Ambassador,Hip-Hop,2012
119,0.9206214,1.3829697,0.297456,0.0,Dead Prez - Hell Yea (The Polish Ambassador Remix),Homeboys in Outerspace: Episode 2,The Polish Ambassador,Hip-Hop,2012
120,2.1885302,-1.4255103,3.9186633,0.0,Transparent (Stereo Mixx),1Nation (One Fam) B/W RSVP,The Impossebulls,Hip-Hop,2013
121,-1.8689371,-3.5129855,-5.5303807,0.0,RSVP (Part 1),1Nation (One Fam) B/W RSVP,The Impossebulls,Hip-Hop,2013
122,3.5221493,2.626782,-2.5900183,0.0,Just For the Record,Raw As F**k,The Impossebulls,Hip-Hop,2014
123,4.8492055,-0.6308916,-7.724746,0.0,Give It to the DJ,Raw As F**k,The Impossebulls,Hip-Hop,2014
124,3.2145562,2.1461835,-4.7130823,0.0,The GetBack (Dr. Mindflip's Medicinal Mix),Everything is Different: Impossebulls Remixxed,The Impossebulls,Hip-Hop,2014
125,0.9086749,-5.797378,2.6761377,0.0,The GetUp (Lyndon Scarfe Remix),Everything is Different: Impossebulls Remixxed,The Impossebulls,Hip-Hop,2014
126,1.5779321,2.8501406,-1.2838539,0.0,Erykah and Jean (Headsnack Remix Instrumental),Erykah & Jean b/w Verbal Origami,The Impossebulls,Hip-Hop,2014
127,0.52614886,0.65274614,-1.6814394,0.0,Never Met A Mic,The Devils You Know,The Impossebulls,Hip-Hop,2016
128,-6.9635463,0.22875963,-2.7795677,0.0,Bigger Than You,Everything Has Changed; Nothing Is Different,The Impossebulls,Hip-Hop,2014
129,6.4222636,-1.4688197,-0.98270804,0.0,Think (About It),Everything Has Changed; Nothing Is Different,The Impossebulls,Hip-Hop,2014
130,1.7671539,5.110782,-0.47410747,0.0,The Anthem of the Opening Act,Everything Has Changed; Nothing Is Different,The Impossebulls,Hip-Hop,2014
131,1.8092064,4.888758,-0.50221837,0.0,Breaker 1-2,Everything Has Changed; Nothing Is Different,The Impossebulls,Hip-Hop,2014
132,2.2609801,7.269702,-1.570243,0.0,What An Emcee (Should Be),Slave Education XE,The Impossebulls,Hip-Hop,2014
133,-3.061021,7.2656918,2.7102826,0.0,Volume,Slave Education XE,The Impossebulls,Hip-Hop,2014
134,0.66222566,2.8040783,-7.492561,0.0,Circle of Lies (Mad Apples Remix),Slave Education XE,The Impossebulls,Hip-Hop,2014
135,-2.8855124,4.359212,0.9877938,0.0,FreeSpit (Instrumental),Nothing,The Impossebulls,Hip-Hop,2014
136,0.21294552,3.626486,0.5984724,0.0,Bad Cop,Five By Five I: Wrath,The Impossebulls,Hip-Hop,2016
137,4.880071,0.39187875,-0.84530437,0.0,"Revolution 88 (Parts 1, 2 & 3)",Five By Five I: Wrath,The Impossebulls,Hip-Hop,2016
138,6.9078813,-2.935633,-0.6100049,0.0,WDNY (Exit),Made by History (Decade One: 2000-2010),The Impossebulls,Hip-Hop,2013
139,-3.7144,-3.3785026,-4.9251184,0.0,Circle of Lies Suite,Enemy Among Us,The Impossebulls,Hip-Hop,2013
140,7.2366986,2.612789,-0.03303387,0.0,And Then There Were Two (Instrumental),The GetBack b/w And Then There Were Two,The Impossebulls,Hip-Hop,2014
141,0.23571122,-4.182195,6.6887,0.0,Jah Rastafari Loop Dub,Five By Five V: Lust,The Impossebulls,Hip-Hop,2016
142,-5.351338,5.37745,0.94636524,0.0,The Menu,Five By Five IV: Gluttony,The Impossebulls,Hip-Hop,2016
143,-5.8418684,-3.3174777,1.2262722,2.0,Oven (Remix) Prod. Darkitect,Universal Dominance,Tha Connection,Hip-Hop,2008
144,-2.5703087,-1.5494525,2.5160587,4.0,Take It Higher (Remix) Prod. Elaquent,Universal Dominance,Tha Connection,Hip-Hop,2008
145,-2.1692321,-1.5274954,-3.1751418,0.0,Menusa,Zehu,51%,Hip-Hop,2010
146,1.0038263,-7.705299,2.3054905,0.0,Hip Hop Haras Li Et Hahaim,Zehu,51%,Hip-Hop,2010
147,-2.309167,1.7147934,3.0550945,7.0,Joseph - Nina Simon Remix,Songs From The Boidem,51%,Hip-Hop,2009
148,0.09768044,2.6905086,4.4939537,0.0,Taboo+ - Halomot Megushamim,Songs From The Boidem,51%,Hip-Hop,2009
149,-3.1195228,-2.7895873,-1.7141762,0.0,Avi AShkenazi - Asfalt,Songs From The Boidem,51%,Hip-Hop,2009
150,6.849446,5.3394003,-0.24915797,0.0,Chewbacca,Coraçãozinho de Satã,Stray,Hip-Hop,2013
151,0.3732289,4.1268463,-3.5806062,0.0,Como Uma Lesma,Coraçãozinho de Satã,Stray,Hip-Hop,2013
152,1.2480906,3.9766257,6.56958,0.0,Rosa Brava,O Diabo,Stray,Hip-Hop,2011
153,-5.7025642,-1.6504425,5.6746316,2.0,Mirage,Tab & Anitek - Sights & Sounds,Tab & Anitek,Hip-Hop,2013
154,-0.56534344,-1.3181461,-0.91093564,0.0,Mannequins,Tab & Anitek - Sights & Sounds,Tab & Anitek,Hip-Hop,2013
155,2.429913,4.4249887,5.569237,0.0,Reconstruct,Tab & Anitek - Sights & Sounds,Tab & Anitek,Hip-Hop,2013
156,-3.0377412,6.1595306,0.9863856,0.0,The Supreme,Tab & Anitek - Sights & Sounds,Tab & Anitek,Hip-Hop,2013
157,0.304893,2.826785,-6.7688704,0.0,Dusted Knights (Interlude),Earbuds (Volume 2),Thegntlmn,Hip-Hop,2012
158,5.4029555,5.4526505,-1.9829502,0.0,Take Me With You,Earbuds (Volume 2),Thegntlmn,Hip-Hop,2012
159,-0.6912053,-4.2403917,3.2195277,5.0,Ohayou Gozaimasu,Earbuds (Volume 2),Thegntlmn,Hip-Hop,2012
160,0.4803849,0.64190555,-4.718449,0.0,I Was Wondering If,Earbuds (Volume 1),Thegntlmn,Hip-Hop,2012
161,4.5762277,2.8928437,6.2251945,0.0,Liberu Che S'ària [Arrogalla remix],Free as Air (LCL27),Arrogalla,Hip-Hop,2011
162,2.594449,-0.34242424,3.6982539,0.0,Stainglass Kingdom,Stimulus EP,BIG TreaL,Hip-Hop,2009
163,-1.591697,-3.819461,-1.719831,0.0,The Stimulus Intro,Stimulus EP,BIG TreaL,Hip-Hop,2009
164,3.993418,2.543882,-2.5213778,0.0,The Way the World Ends,The Overcast Project,Formula,Hip-Hop,2009
165,-0.18431604,1.3603158,8.672128,0.0,Poster Boyz (Dusty Clouds),The Overcast Project,Formula,Hip-Hop,2009
166,3.0990841,-1.8979952,-7.342915,0.0,Speedin on You Slowpokes (prod. by dÉbruit),Why You Cryin,Not The 1s,Hip-Hop,2012
167,7.1804543,-4.1403623,1.0791987,0.0,You Dress Like an Asshole (prod. by Lunice),Why You Cryin,Not The 1s,Hip-Hop,2012
168,0.16297856,-5.3015246,1.1014283,0.0,Pajaritos,"Flores, Nubes, y Pajaritos",Victrola,Hip-Hop,2006
169,0.21235599,1.88143,-0.46067652,0.0,The Hunt,Forget And Remember,Comfort Fit,Hip-Hop,2004
170,3.023479,-5.062617,-1.1942561,0.0,Hairy Crushed Nuts,Forget And Remember,Comfort Fit,Hip-Hop,2004
171,-0.20866711,3.9822073,4.3507013,0.0,Rock da Dam (feat. Portformat),Bag of Nothingness,Comfort Fit,Hip-Hop,2009
172,-5.6426444,5.3025503,-2.2019126,0.0,Laster of Peace,Bag of Nothingness,Katrah-Quey,Hip-Hop,2009
173,-3.9171143,-3.7237613,-3.618631,0.0,Free time,Time Goes Pop (2006),Asthmatic Astronaut,Hip-Hop,2006
174,-5.694988,3.6409643,0.792579,0.0,Dennis beat,Pindarotsjes,Jonas,Hip-Hop,2012
175,-3.0852094,2.4339285,3.1793401,7.0,Gimme a lighta,Pindarotsjes,Jonas,Hip-Hop,2012
176,1.9115056,-2.0402524,0.31364062,0.0,Andreas + DSP,Pindarotsjes,Jonas,Hip-Hop,2012
177,0.97354877,3.2250302,2.422017,0.0,Schelter,Pindarotsjes,Jonas,Hip-Hop,2012
178,-0.9982994,-5.4856944,-1.4528948,0.0,Expendable Containers,De Bokkenrijder,Jonas,Hip-Hop,2014
179,1.2736349,7.331091,-2.819801,0.0,Blackballed,De Bokkenrijder,Jonas,Hip-Hop,2014
180,0.2953066,7.756885,0.42941886,0.0,Schel,De Bokkenrijder,Jonas,Hip-Hop,2014
181,-2.1796079,3.7568803,-6.3278427,0.0,Het Magische Theater,De Bokkenrijder,Jonas,Hip-Hop,2014
182,-7.7305684,0.08414166,3.0739026,2.0,Throw It Up Ft. BDG (Prod. Joel Johnston),Lost Time,Hi-Rez,Hip-Hop,2012
183,0.49197325,-5.2293196,-1.1367611,0.0,Lost In Time (Intro) (Prod. by Instinctz Beats),Lost Time,Hi-Rez,Hip-Hop,2012
184,-5.273334,1.0936188,-5.492352,0.0,Dancing With Lightning,The 5th Element,Kellee Maize,Hip-Hop,2014
185,3.7762682,-0.5623482,-2.8051555,0.0,I Know You,The 5th Element,Kellee Maize,Hip-Hop,2014
186,-0.031505644,4.4154816,-0.5310028,0.0,Belong,The 5th Element,Kellee Maize,Hip-Hop,2014
187,3.0134351,-1.4323077,-2.5615435,0.0,Tree Of Life,Owl Time,Kellee Maize,Hip-Hop,2012
188,-4.1301155,-2.7937374,6.402263,4.0,In Tune,Owl Time,Kellee Maize,Hip-Hop,2012
189,-8.3297205,-2.1247175,2.9044435,2.0,Eleven 11,Aligned Archetype,Kellee Maize,Hip-Hop,2010
190,-6.043874,-7.6994824,2.2660003,6.0,Dedication,Aligned Archetype,Kellee Maize,Hip-Hop,2010
191,0.49955258,6.488601,0.5716535,0.0,OG MVRC CVRO,VNTIHERO TAPE,BVBEL,Hip-Hop,2017
192,4.1074405,-2.8241174,-6.238947,0.0,FVCKED VP,ONE WVY TAPE,BVBEL,Hip-Hop,2016
193,6.633815,-1.5021458,1.9935262,0.0,2808 PT.1,ONE WVY TAPE,BVBEL,Hip-Hop,2016
194,1.0578761,0.18583058,0.12041787,0.0,OG BIG TOOTH,ONE WVY TAPE,BVBEL,Hip-Hop,2016
195,0.368581,2.439414,-1.087699,0.0,Dinosaurs,Smells Like Rap,Simon Panrucker,Hip-Hop,2009
196,3.056199,2.181233,-4.0961657,0.0,Alphabets,Smells Like Rap,Simon Panrucker,Hip-Hop,2009
197,0.21101736,-4.102242,6.727192,0.0,Nightmares,Smells Like Rap,Simon Panrucker,Hip-Hop,2009
198,0.4210324,8.229865,0.15690857,0.0,moon chillin,old new realism,epsilon not,Hip-Hop,2012
199,3.6665325,1.3711845,4.1597447,0.0,"nuclear, nuclear!",old new realism,epsilon not,Hip-Hop,2012
200,1.3166186,0.41245565,-2.8356068,0.0,messin with me,old new realism,epsilon not,Hip-Hop,2012
201,-5.9950056,0.6144504,2.5555282,1.0,Put In Work (Get Busy) (Featuring Tex The Great),Classic Material Vol. 4: DCOM Radio,Deadly Combo,Hip-Hop,2014
202,-5.5619493,1.1424122,3.138092,1.0,We On It,Classic Material Vol. 4: DCOM Radio,Deadly Combo,Hip-Hop,2014
203,1.6272831,1.0499238,-6.3118825,0.0,DCOM Radio (Phone Call),Classic Material Vol. 4: DCOM Radio,CM aka Creative,Hip-Hop,2014
204,3.8651304,3.9833894,4.4418836,0.0,Only Do Me,Classic Material Vol. 4: DCOM Radio,CM aka Creative,Hip-Hop,2014
205,5.125697,3.4043448,4.4037714,0.0,ANATH (Featuring Cheese),Classic Material Vol. 4: DCOM Radio,CM aka Creative,Hip-Hop,2014
206,-5.5957713,0.86209667,2.430154,1.0,Think Logical (Instrumental),Up To You (3 Da Hard Way) (Featuring Cable),Deadly Combo,Hip-Hop,2013
